secID,股票名称,题材,题材汇总,涨停原因,题材（G）,tradeDate
603166.XSHG,福达股份,新能源汽车,"新能源汽车,汽车零部件 新能源汽车,新能源汽车 汽车零部件",新能源汽车 公司为国内发动机锻钢曲轴、更多...,工业4.0 新能源汽车 比亚迪概念 专精特新 理想汽车概念 汽车制造概念,2024-11-05
000997.XSHE,新大陆,其他,其他,大金融 公司为亚太第一、全球第二大更多...,多模态AI 数字货币 华为鲲鹏 物联网 智慧城市 移动支付 大数据 安防 互联网金融 智能交通 电子商务 参股新三板 无人零售 芯片概念 数字乡村 ETC 标普道琼斯A股 人脸识别 MSCI概念 食品安全 乡村振兴 鸿蒙概念 电子身份证 证金持股 华为概念 人工智能 边缘计算 数据要素 福建自贸区 数字经济 药品信息化追溯 台湾概念股 医药安全 数字中国 物联网感知层 电子发票 小额贷款 移动金融 二维码识别 金融IC 电子标签,2024-11-05
600802.XSHG,福建水泥,其他,"福建自贸/海西概念,福建 水泥 基建,其他",其他 公司为福建省水泥行业的传统更多...,海峡两岸 水泥概念 参股银行 福建自贸区 参股券商 国企改革 地方国企改革,2024-11-05
300551.XSHE,古鳌科技,大金融,"大金融,金融科技 数字货币,其他",大金融 金融机具制造商，布局数字人更多...,虚拟数字人 数字货币 国产软件 股权转让 专精特新 光伏概念 互联网金融 存储芯片,2024-11-05
002587.XSHE,奥拓电子,VR&AR,"英伟达概念 VR&AR 人工智能,MR头显 英伟达 算力 数字经济 人工智能,VR 人工智能 英伟达 数字经济,人工智能 英伟达 华为产业链,MR头显 机器人,VR&AR",VR&AR 公司为英伟达搭建XR虚拟拍更多...,ChatGPT概念 元宇宙 边缘计算 节能照明 足球概念 区块链 机器人概念 世界杯 超清视频 MiniLED 智慧灯杆 虚拟现实 智慧城市 虚拟数字人 腾讯概念 智慧政务 专精特新 华为概念 广东自贸区 粤港澳大湾区 物联网 参股新三板 在线教育 国产软件 体育产业 华为鲲鹏 数字经济 MicroLED概念 人工智能 人脸识别 语音技术 英伟达概念 苹果概念 5G 消费电子概念 MR(混合现实) 国产操作系统 巴黎奥运会概念 增强现实 金融科技 VR平台 VR直播 无人银行 区块链应用 裸眼3D,2024-11-05
600515.XSHG,海南机场,大消费,大消费,海南自由贸易港 公司主营各类地产项目的投资更多...,免税店 土地流转 海南自贸区 跨境电商 国企改革 地方国企改革 海航系 海南旅游岛,2024-11-05
002416.XSHE,爱施德,手机产业链,"消费电子 零售 荣耀代理商,手机产业链",手机产业链 2020年公司与团队共同斥更多...,物联网 华为概念 互联网金融 苹果概念 虚拟现实 标普道琼斯A股 区块链 阿里巴巴概念 网络直播 新零售 新型烟草 锂电池概念 参股保险 新能源汽车 高股息精选 金融科技 征信 小额贷款 三星,2024-11-05
002955.XSHE,鸿合科技,其他,"其他,创投 人工智能,人工智能 教育 电子,教育 信创,教育 ChatGPT",华为产业链 1、公司是电子黑板龙头，智更多...,华为概念 云办公 多模态AI 在线教育 创投 人工智能 托育服务 人民币贬值受益 体育产业,2024-11-05
000980.XSHE,众泰汽车,新能源汽车,"汽车产业链 实控人变更,新能源汽车,新能源汽车 汽车整车,汽车产业链 汽车整车,汽车产业链,汽车产业链 汽车整车 实控人变更,公告 实控人变更 汽车产业链 汽车整车",新能源汽车 汽车整车制造企业，拥有众泰更多...,新能源汽车 标普道琼斯A股 百度概念 融资租赁 汽车制造概念,2024-11-05
002269.XSHE,美邦服饰,大消费,"纺织服装 消费,纺织服装 电商 消费,大消费,电商 纺织服装 消费,纺织服装 电商 消费 业绩增长,纺织服装,电商 纺织服装 消费 一季报增长",大消费 国内休闲服饰龙头之一，旗下更多...,三胎概念 新零售 参股银行 电子商务 中俄贸易概念 跨境电商 上海自贸区 2024中报预增 迪士尼 参股民营银行,2024-11-05
600162.XSHG,香江控股,房地产,房地产,房地产 公司是以商贸流通为主业的广更多...,养老概念 室外经济 京津冀一体化 粤港澳大湾区 标普道琼斯A股 民营医院 参股民营银行,2024-11-05
002055.XSHE,得润电子,苹果产业链,"苹果产业链,铜缆高速连接器,车联网 消费电子 无人驾驶 汽车零部件,交换机,高速连接器 消费电子 高压快充 华为,铜缆高速连接器 消费电子,汽车产业链 无人驾驶,铜缆高速连接器 消费电子 苹果,新能源汽车 消费电子 智能驾驶 华为产业链,公告 获得车载充电项目 汽车产业链 消费电子,新能源汽车 消费电子",苹果产业链 公司高速连接器（包含铜缆连更多...,铜缆高速连接 消费电子概念 EDR概念 汽车电子 车联网(车路协同) 无人驾驶 OLED 新能源汽车 无线充电 华为概念 特斯拉概念 宁德时代概念 高压快充 比亚迪概念 小米概念 5G MiniLED 电子皮肤 智能汽车 共享汽车 共享经济 元器件,2024-11-05
603095.XSHG,越剑智能,机器人,"其他,新质生产力,工业互联网 机器人 智能制造,机器人,智能制造",机器人 1、公司主营纺织机械设备，更多...,创投 智能制造 专精特新 参股银行 机器视觉 高端装备 机器人概念 高股息精选,2024-11-05
002384.XSHE,东山精密,苹果产业链,"苹果产业链,苹果产业链 PCB板,消费电子 苹果 VR&AR",苹果产业链 1、公司是苹果产品线软板重更多...,同花顺果指数 苹果概念 PCB概念 节能照明 特斯拉概念 5G 小米概念 华为概念 MSCI概念 标普道琼斯A股 MiniLED 分拆上市意愿 人民币贬值受益 长三角一体化 基站天线 基站射频 融资租赁,2024-11-05
600208.XSHG,衢州发展,房地产,"房地产+衢州国资入主+金融科技,房地产",房地产 公司主营地产开发，中报净利更多...,互联网金融 期货概念 参股券商 MSCI概念 独角兽概念 区块链 长三角一体化 标普道琼斯A股 NFT概念 元宇宙 煤炭概念 参股银行 共同富裕示范区 Web3.0 参股保险 数据确权 黄金概念 乡村振兴 知识产权保护 创投 国企改革 地方国企改革 区块链应用 参股新股,2024-11-05
002718.XSHE,友邦吊顶,房地产,"房地产,房地产 建材",房地产 吊顶行业龙头，此前增资恒大更多...,网红经济 恒大概念 电子商务 长三角一体化 智能家居 精装修,2024-11-05
002156.XSHE,通富微电,国产芯片,"芯片,国产芯片",国产芯片 国内封测龙头，消息称公司承更多...,先进封装 AI PC 存储芯片 物联网 芯片概念 传感器 智能穿戴 集成电路概念 特斯拉概念 移动支付 华为海思概念股 标普道琼斯A股 MSCI概念 国家大基金持股 第三代半导体 人民币贬值受益 毫米波雷达 2024中报预增 汽车电子 比亚迪概念 芯片封装测试 GPU 换芯,2024-11-05
300622.XSHE,博士眼镜,VR&AR,"AR+眼镜+华为,VR&AR,其他",VR&AR 公司为国内眼镜连锁零售第一更多...,眼科医疗 华为概念 虚拟现实,2024-11-05
002436.XSHE,兴森科技,国产芯片,"芯片 PCB 光通信,光通信 PCB 芯片,国产芯片,芯片 先进封装 PCB 高带宽存储器",国产芯片 国内本土IC封装基板行业的更多...,PCB概念 6G概念 5G 芯片概念 军工 集成电路概念 华为概念 标普道琼斯A股 粤港澳大湾区 先进封装 低空经济 ABF载板 芯片封装测试 参股新股,2024-11-05
600131.XSHG,国网信通,电力物联网 股权转让,电力物联网 股权转让,电力体制改革 1、公司主要是为企业提供云更多...,虚拟电厂 电力物联网 智能电网 国产软件 储能 东数西算(算力) 国企改革 数字孪生 数据中心 量子科技 央企国企改革,2024-11-05
600860.XSHG,京城股份,氢能源/燃料电池,"氢能源 天然气 机器人,氢能源/燃料电池,氢能源,氢能源 天然气",氢能源/燃料电池 1、公司主要产品有车用液化更多...,燃料电池 氢能源 机器人概念 天然气 标普道琼斯A股 俄乌冲突概念 国企改革 2024中报预增 地方国企改革 油气运输仓储 LNG加气站,2024-11-05
603030.XSHG,全筑股份,房地产,"摘帽,房地产,公告 预重整",房地产 建筑装饰整体解决方案提供商更多...,恒大概念 建筑节能 装配式建筑 智能家居 机器人概念 长三角一体化 新型城镇化 人工智能 物联网 摘帽 精装修 服务机器人,2024-11-05
003021.XSHE,兆威机电,手机产业链,"VR&AR 机器人 MR 华为 小米,华为产业链 消费电子 智能制造,手机产业链,MR 5G 华为 小米,消费电子 手机产业链 减速器 MR,苹果MR 混合现实,新能源汽车 汽车零部件 VR&AR 激光雷达 MR 机器人,人工智能 消费电子 VR",手机产业链 公司主营微型传动系统，用于更多...,小米概念 MR(混合现实) 5G 华为概念 机器人概念 新能源汽车 华为汽车 比亚迪概念 减速器 充电桩,2024-11-05
600570.XSHG,恒生电子,大金融,"大金融,金融 大模型 人工智能,金融 阿里大模型 人工智能",大金融 金融IT系统服务商供应龙头更多...,互联网金融 多模态AI AIGC概念 电子商务 互联网医疗 区块链 蚂蚁金服概念 人工智能 MSCI概念 国产软件 标普道琼斯A股 云计算 证金持股 信创 ChatGPT概念 华为概念 数据要素 鸿蒙概念 碳交易 供应链金融 大数据 碳中和 华为鲲鹏 数字货币 金融科技 区块链应用 智能金融,2024-11-05
603906.XSHG,龙蟠科技,新能源汽车,"锂电池,固态电池,新能源汽车",新能源汽车 公司主要从事车用环保精细化更多...,动力电池回收 锂电池概念 固态电池 燃料电池 氢能源 MSCI概念 比亚迪概念 宁德时代概念 储能 无人机 2024中报预增 锂电原料 磷酸铁锂 尾气治理,2024-11-05
000882.XSHE,华联股份,大消费,"破净股 大消费,大消费,大消费 破净股,零售 消费,零售 消费 免税",大消费 专注于社区型购物中心，以北更多...,物业管理 横琴新区 京津冀一体化 网络直播 新零售 互联网金融 标普道琼斯A股 文化传媒概念 北京自贸区 影视娱乐,2024-11-05
301302.XSHE,华如科技,军工,"VR&AR 华字辈,军工",军工 公司即将在中国航展上首次发更多...,卫星导航 空间计算 成飞概念 军工 国产软件 人工智能 虚拟现实 元宇宙 腾讯概念 MR(混合现实) 数字孪生 机器人概念 数字经济 手机游戏 网络游戏,2024-11-05
300098.XSHE,高新兴创,无人驾驶,"无人驾驶,车联网",无人驾驶 1、公司投资图灵新智算，布更多...,车联网(车路协同) 智能交通 无人驾驶 安防 5G 人脸识别 虚拟现实 人工智能 PPP概念 智慧城市 物联网 机器人概念 汽车电子 百度概念 华为概念 腾讯概念 数据中心 比亚迪概念 卫星导航 智能电网 长安汽车概念 东数西算(算力) 智慧灯杆 边缘计算 高铁 增强现实 电子车牌 物联网感知层 工业机器人,2024-11-05
603429.XSHG,集友股份,其他,"电子烟,其他",其他 国内较早烟用接装纸专业生产更多...,烟草 新型烟草,2024-11-05
300607.XSHE,拓斯达创,机器人,"机器人 智能制造,机器人,机器人 智能制造 工业互联网",机器人 广东省机器人骨干企业，公司更多...,工业母机 新型工业化 飞行汽车(eVTOL) 工业4.0 机器人概念 物联网 工业互联网 华为概念 宁德时代概念 高端装备 智能制造 抗原检测 机器视觉 比亚迪概念 低空经济 工业机器人,2024-11-05
000637.XSHE,茂化实华,其他,"ST股,其他",其他 公司近日撤销其他风险警示(更多...,旅游概念 碳中和 国企改革 摘帽 地方国企改革 液化气 聚丙烯 尾气治理 油品改革 油品升级 油价上调,2024-11-05
000008.XSHE,神州高铁,高铁轨交,高铁轨交,高铁轨交 公司实控人为国家开发投资集更多...,高铁 PPP概念 智能物流 机器人概念 锂电池概念 腾讯概念 工业4.0 云计算 标普道琼斯A股 一带一路 国企改革 职业教育 华为概念 智能制造 央企国企改革 新基建 轨道交通 磁悬浮 铁路基建 融资租赁 国投系,2024-11-05
603662.XSHG,柯力传感,机器人,"机器人 传感器 无人驾驶 业绩增长,机器人 物联网 传感器,智能制造 机器人 工业互联网 传感器,机器人,机器人 传感器 无人驾驶,机器人 人工智能",机器人 国内压力传感器行业龙头，子更多...,人形机器人 机器视觉 机器人概念 物联网 云计算 大数据 工业4.0 边缘计算 传感器 数据中心 智能制造 养老金持股,2024-11-05
600010.XSHG,包钢股份,稀土永磁 钢铁 有色,"稀土永磁 有色,稀土永磁 钢铁 有色",稀土磁材 1、公司是全球最大的稀土精更多...,国企改革 稀土永磁 一带一路 MSCI概念 标普道琼斯A股 数据中心 证金持股 地方国企改革 稀土整合 铁矿石,2024-11-05
600480.XSHG,凌云股份,业绩增长,"新能源汽车,业绩预增 汽车产业链,军工 新能源汽车,汽车零部件,业绩增长",军工 兵器工业集团旗下上市公司，更多...,长安汽车概念 特斯拉概念 新能源汽车 京津冀一体化 地下管网 雄安新区 燃料电池 宁德时代概念 比亚迪概念 水利 国企改革 智能制造 央企国企改革 中兵系 西气东输,2024-11-05
